GeneID	Symbol	Description	log10baseMean	log2FC
84148	KAT8	lysine acetyltransferase 8	2.956	0.276
5652	PRSS8	serine protease 8	3.705	1.592
146547	PRSS36	serine protease 36	1.987	1.098
29108	PYCARD	PYD and CARD domain containing	3.12	1.006
100652740	PYCARD-AS1	PYCARD antisense RNA 1	2.637	0.855
3684	ITGAM	integrin subunit alpha M	2.613	-1.467
3687	ITGAX	integrin subunit alpha X	3.048	-1.698
3681	ITGAD	integrin subunit alpha D	1.136	0.738
7041	TGFB1I1	transforming growth factor beta 1 induced transcript 1	2.967	-0.449
6524	SLC5A2	solute carrier family 5 member 2	2.636	0.367
64755	RUSF1	RUS family member 1	3.322	0.282
440359	YBX3P1	Y-box binding protein 3 pseudogene 1	1.798	-0.705
107983990	LOC107983990	uncharacterized LOC107983990	1.182	-0.571
10308	ZNF267	zinc finger protein 267	2.59	-1.163
79801	SHCBP1	SHC binding and spindle associated 1	2.426	-0.726
388272	C16orf87	chromosome 16 open reading frame 87	2.386	-0.441
5257	PHKB	phosphorylase kinase regulatory subunit beta	3.286	0.178
6477	SIAH1	siah E3 ubiquitin protein ligase 1	2.868	0.189
112268166	LOC112268166		2.099	0.513
9683	N4BP1	NEDD4 binding protein 1	2.948	-0.344
102724859	LOC102724859	uncharacterized LOC102724859	1.33	1.036
64282	TENT4B	terminal nucleotidyltransferase 4B	2.735	-0.397
113	ADCY7	adenylate cyclase 7	2.894	-0.421
124460	SNX20	sorting nexin 20	2.392	-0.629
64127	NOD2	nucleotide binding oligomerization domain containing 2	2.163	-1.325
102724907	CYLD-AS1	CYLD antisense RNA 1	1.506	-1.014
1540	CYLD	CYLD lysine 63 deubiquitinase	3.188	-0.705
6299	SALL1	spalt like transcription factor 1	2.068	-0.646
27324	TOX3	TOX high mobility group box family member 3	2.663	0.729
105371264	LINC03064	long intergenic non-protein coding RNA 3064	1.165	1.403
105371267	CHD9NB	CHD9 neighbor	2.445	1.925
23322	RPGRIP1L	RPGRIP1 like	2.094	-0.49
79068	FTO	FTO alpha-ketoglutarate dependent dioxygenase	2.814	-0.335
105371271	LOC105371271	uncharacterized LOC105371271	1.033	-0.593
643911	CRNDE	colorectal neoplasia differentially expressed	1.288	-1.567
4313	MMP2	matrix metallopeptidase 2	3.935	-1.649
54947	LPCAT2	lysophosphatidylcholine acyltransferase 2	2.837	-0.611
1066	CES1	carboxylesterase 1	2.647	0.578
55239	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1	2.811	-0.224
583	BBS2	Bardet-Biedl syndrome 2	2.852	0.233
4504	MT3	metallothionein 3	1.721	2.109
4493	MT1E	metallothionein 1E	3.715	1.24
4499	MT1M	metallothionein 1M	3.042	1.75
4498	MT1JP	metallothionein 1J, pseudogene	1.414	1.441
326343	MT1DP	metallothionein 1D, pseudogene	1.142	1.66
4494	MT1F	metallothionein 1F	3.055	1.879
101927536	LOC101927536	uncharacterized LOC101927536	1.29	1.15
4495	MT1G	metallothionein 1G	3.756	2.004
4496	MT1H	metallothionein 1H	2.924	1.902
9709	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	3.93	-0.58
84166	NLRC5	NLR family CARD domain containing 5	3.428	-0.712
221184	CPNE2	copine 2	3.1	0.407
80011	PSME3IP1	proteasome activator subunit 3 interacting protein 1	3.347	0.324
23568	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein	3.014	-0.358
6376	CX3CL1	C-X3-C motif chemokine ligand 1	2.984	-0.848
57019	CIAPIN1	cytokine induced apoptosis inhibitor 1	2.994	0.3
57017	COQ9	coenzyme Q9	3.213	0.852
55715	DOK4	docking protein 4	3.28	0.742
92922	CCDC102A	coiled-coil domain containing 102A	2.308	-0.712
3801	KIFC3	kinesin family member C3	2.825	-1.759
57567	ZNF319	zinc finger protein 319	2.229	-0.256
79650	USB1	U6 snRNA biogenesis phosphodiesterase 1	2.888	-0.291
4324	MMP15	matrix metallopeptidase 15	3.423	1.104
1459	CSNK2A2	casein kinase 2 alpha 2	2.606	-0.239
29070	CCDC113	coiled-coil domain containing 113	1.904	0.342
79918	SETD6	SET domain containing 6, protein lysine methyltransferase	2.993	0.556
55238	SLC38A7	solute carrier family 38 member 7	2.529	-0.223
2806	GOT2	glutamic-oxaloacetic transaminase 2	3.414	0.541
1009	CDH11	cadherin 11	2.852	-1.827
1003	CDH5	cadherin 5	3.187	-1.67
100505865	LINC00920	long intergenic non-protein coding RNA 920	1.53	-0.438
146227	BEAN1	brain expressed associated with NEDD4 1	1.318	-0.478
7084	TK2	thymidine kinase 2	2.809	-0.198
113540	CMTM1	CKLF like MARVEL transmembrane domain containing 1	1.389	-0.336
146225	CMTM2	CKLF like MARVEL transmembrane domain containing 2	1.554	-2.05
146223	CMTM4	CKLF like MARVEL transmembrane domain containing 4	3.257	0.725
123920	CMTM3	CKLF like MARVEL transmembrane domain containing 3	2.713	-0.527
766	CA7	carbonic anhydrase 7	3.171	2.654
1014	CDH16	cadherin 16	1.314	0.825
6236	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	2.917	-0.971
8824	CES2	carboxylesterase 2	4.004	1.745
23491	CES3	carboxylesterase 3	3.497	1.421
283848	CES4A	carboxylesterase 4A	2.311	0.285
865	CBFB	core-binding factor subunit beta	2.978	-0.584
84752	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	2.434	-0.727
55336	FBXL8	F-box and leucine rich repeat protein 8	2.591	0.638
3299	HSF4	heat shock transcription factor 4	2.889	0.777
8996	NOL3	nucleolar protein 3	2.843	0.56
283849	EXOC3L1	exocyst complex component 3 like 1	2.253	-0.675
79767	ELMO3	engulfment and cell motility 3	3.31	1.385
6553	SLC9A5	solute carrier family 9 member A5	1.978	-0.36
25894	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4	2.692	0.631
146212	KCTD19	potassium channel tetramerization domain containing 19	0.932	0.479
55282	LRRC36	leucine rich repeat containing 36	1.55	0.689
29800	ZDHHC1	zinc finger DHHC-type containing 1	2.528	0.466
3291	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2	3.897	1.994
9114	ATP6V0D1	ATPase H+ transporting V0 subunit d1	3.453	0.609
101927837	ATP6V0D1-DT	ATP6V0D1 divergent transcript	1.94	0.479
79567	RIPOR1	RHO family interacting cell polarization regulator 1	3.163	-0.868
81577	GFOD2	glucose-fructose oxidoreductase domain containing 2	2.989	0.258
55815	TSNAXIP1	translin associated factor X interacting protein 1	1.601	-0.548
23644	EDC4	enhancer of mRNA decapping 4	3.352	0.342
123904	NRN1L	neuritin 1 like	1.418	1.017
5681	PSKH1	protein serine kinase H1	2.895	0.625
6560	SLC12A4	solute carrier family 12 member 4	3.03	-0.743
55794	DDX28	DEAD-box helicase 28	2.503	0.468
54920	DUS2	dihydrouridine synthase 2	2.642	0.383
4775	NFATC3	nuclear factor of activated T cells 3	2.943	0.156
80004	ESRP2	epithelial splicing regulatory protein 2	3.368	0.82
9057	SLC7A6	solute carrier family 7 member 6	3.025	-0.218
54496	PRMT7	protein arginine methyltransferase 7	3.139	0.748
55512	SMPD3	sphingomyelin phosphodiesterase 3	3.054	1.042
1001	CDH3	cadherin 3	2.084	-2.54
999	CDH1	cadherin 1	3.863	1.03
79613	TANGO6	transport and golgi organization 6 homolog	2.478	-0.221
3038	HAS3	hyaluronan synthase 3	2.54	0.613
113455421	DERPC	DERPC proline and glycine rich nuclear protein	2.87	0.156
54921	CHTF8	chromosome transmission fidelity factor 8	2.87	0.156
6645	SNTB2	syntrophin beta 2	3.083	-0.642
27183	VPS4A	vacuolar protein sorting 4 homolog A	3.4	0.464
64146	PDF	peptide deformylase, mitochondrial	2.667	0.442
84342	COG8	component of oligomeric golgi complex 8	2.691	0.262
146456	TMED6	transmembrane p24 trafficking protein 6	1.886	1.782
7014	TERF2	telomeric repeat binding factor 2	2.815	0.229
10725	NFAT5	nuclear factor of activated T cells 5	3.332	-0.541
11060	WWP2	WW domain containing E3 ubiquitin protein ligase 2	3.253	0.338
348174	CLEC18A	C-type lectin domain family 18 member A	1.745	0.564
283970	PDXDC2P-NPIPB14P	PDXDC2P-NPIPB14P readthrough	3.322	0.493
100506060	SMG1P7	SMG1 pseudogene 7	2.007	0.483
16	AARS1	alanyl-tRNA synthetase 1	3.361	-0.256
11269	DDX19B	DEAD-box helicase 19B	2.885	0.221
100506083	DDX19A-DT	DDX19A divergent transcript	1.777	0.252
6483	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	2.885	-0.666
197258	FCSK	fucose kinase	3.13	0.663
25839	COG4	component of oligomeric golgi complex 4	3.231	0.268
92154	MTSS2	MTSS I-BAR domain containing 2	2.992	-0.625
100130894	VAC14-AS1	VAC14 antisense RNA 1	1.444	-0.311
7567	ZNF19	zinc finger protein 19	1.876	0.273
6898	TAT	tyrosine aminotransferase	1.128	1.132
91862	MARVELD3	MARVEL domain containing 3	3.016	1.111
23035	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	2.876	0.975
9798	IST1	IST1 factor associated with ESCRT-III	3.502	0.184
1723	DHODH	dihydroorotate dehydrogenase (quinone)	2.578	0.428
3240	HP	haptoglobin	1.71	-2.661
83449	PMFBP1	polyamine modulated factor 1 binding protein 1	1.896	0.519
283922	PDPR2P	pyruvate dehydrogenase phosphatase regulatory subunit 2, pseudogene	2.348	-0.251
440348	NPIPB15	nuclear pore complex interacting protein family member B15	2.773	1.626
497190	CLEC18B	C-type lectin domain family 18 member B	1.583	0.461
2734	GLG1	golgi glycoprotein 1	3.57	-0.181
197259	MLKL	mixed lineage kinase domain like pseudokinase	2.981	-0.873
79152	FA2H	fatty acid 2-hydroxylase	2.838	1.096
79726	WDR59	WD repeat domain 59	3.058	0.136
84937	ZNRF1	zinc and ring finger 1	2.839	0.397
197257	LDHD	lactate dehydrogenase D	3.039	1.95
162239	ZFP1	ZFP1 zinc finger protein	2.102	-0.414
10428	CFDP1	craniofacial development protein 1	3.105	0.476
124491	TMEM170A	transmembrane protein 170A	3.003	0.463
4166	CHST6	carbohydrate sulfotransferase 6	2.066	0.586
23563	CHST5	carbohydrate sulfotransferase 5	3.253	1.717
79583	TMEM231	transmembrane protein 231	2.353	-0.217
23536	ADAT1	adenosine deaminase tRNA specific 1	2.755	-0.207
54386	TERF2IP	TERF2 interacting protein	3.185	-0.306
22879	MON1B	MON1 homolog B, secretory trafficking associated	3.095	0.169
100130958	SYCE1L	synaptonemal complex central element protein 1 like	1.98	0.479
170692	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	1.28	-2.627
283927	NUDT7	nudix hydrolase 7	2.131	0.614
51741	WWOX	WW domain containing oxidoreductase	2.121	-0.247
4094	MAF	MAF bZIP transcription factor	3.125	-0.879
124359	CDYL2	chromodomain Y like 2	2.401	-1.228
123775	C16orf46	chromosome 16 open reading frame 46	1.633	-0.272
100129617	LOC100129617	uncharacterized LOC100129617	1.684	-0.482
5336	PLCG2	phospholipase C gamma 2	3.153	-0.613
93517	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	2.435	0.999
3294	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	3.01	1.52
1012	CDH13	cadherin 13	2.495	-1.401
23417	MLYCD	malonyl-CoA decarboxylase	2.758	0.542
29948	OSGIN1	oxidative stress induced growth inhibitor 1	2.356	0.977
9013	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C	3.293	-0.233
9914	ATP2C2	ATPase secretory pathway Ca2+ transporting 2	3.549	1.143
105371374	ATP2C2-AS1	ATP2C2 antisense RNA 1	2.84	1.163
79786	KLHL36	kelch like family member 36	3.071	0.214
83716	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	3.513	-0.887
55625	ZDHHC7	zinc finger DHHC-type palmitoyltransferase 7	3.371	0.591
9764	KIAA0513	KIAA0513	2.897	0.25
339145	CIBAR2	CBY1 interacting BAR domain containing 2	1.629	-2.774
23199	GSE1	Gse1 coiled-coil protein	3.348	0.217
107984830	LOC107984830	uncharacterized LOC107984830	1.135	-1.099
51659	GINS2	GINS complex subunit 2	2.597	0.684
1327	COX4I1	cytochrome c oxidase subunit 4I1	4.122	1.086
100506542	LINC01082	long intergenic non-protein coding RNA 1082	2.291	0.609
2294	FOXF1	forkhead box F1	2.97	-0.69
64779	MTHFSD	methenyltetrahydrofolate synthetase domain containing	2.641	0.247
2303	FOXC2	forkhead box C2	1.276	-1.012
100506581	C16orf95	chromosome 16 open reading frame 95	1.828	0.431
101928659	C16orf95-DT	C16orf95 divergent transcript	1.285	0.642
54758	KLHDC4	kelch domain containing 4	3.034	0.353
8140	SLC7A5	solute carrier family 7 member 5	3.326	-1.312
107987237	LOC107987237		1.838	-1.175
105371401	LOC105371401	uncharacterized LOC105371401	1.13	-1.243
107984862	LOC107984862	uncharacterized LOC107984862	1.23	-1.322
84627	ZNF469	zinc finger protein 469	2.185	-2.186
115992	RNF166	ring finger protein 166	3.032	-0.377
9780	PIEZO1	piezo type mechanosensitive ion channel component 1	3.552	-0.46
100289580	LOC100289580	uncharacterized LOC100289580	1.95	-0.78
81620	CDT1	chromatin licensing and DNA replication factor 1	2.722	0.608
353	APRT	adenine phosphoribosyltransferase	3.326	0.636
101927793	LOC101927793	uncharacterized LOC101927793	1.475	-0.446
102724632	LOC102724632	uncharacterized LOC102724632	0.963	-0.768
107984871	LOC107984871	uncharacterized LOC107984871	1.322	-0.48
100129697	LOC100129697	uncharacterized LOC100129697	1.413	-0.676
197322	ACSF3	acyl-CoA synthetase family member 3	3.08	0.612
197320	ZNF778	zinc finger protein 778	2.281	-0.249
105371413	LOC105371413		1.078	-0.648
100287036	LOC100287036	uncharacterized LOC100287036	1.075	-0.998
101930112	LOC101930112	uncharacterized LOC101930112	1.763	0.431
101927863	LOC101927863	uncharacterized LOC101927863	1.06	0.737
6687	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	3.515	0.458
6137	RPL13	ribosomal protein L13	4.645	0.568
1800	DPEP1	dipeptidase 1	2.606	-1.07
5119	CHMP1A	charged multivesicular body protein 1A	3.461	0.445
8558	CDK10	cyclin dependent kinase 10	3.503	0.648
124044	SPATA2L	spermatogenesis associated 2 like	2.631	0.539
84501	SPIRE2	spire type actin nucleation factor 2	3.176	1.279
107984817	LOC107984817		2.287	1.273
105371419	LOC105371419		1.979	1.212
112268179	LOC112268179	uncharacterized LOC112268179	2.009	1.295
4157	MC1R	melanocortin 1 receptor	2.305	-0.378
10381	TUBB3	tubulin beta 3 class III	2.82	-0.534
100996541	FAM157C	family with sequence similarity 157 member C	1.21	-2.143
105376781	LOC105376781	uncharacterized LOC105376781	1.869	-0.959
101927999	LOC101927999	putative uncharacterized protein FLJ44672	2.241	-0.974
653562	SLC6A10PB	solute carrier family 6 member 8 pseudogene	1.213	0.947
105377826	LINC02887	long intergenic non-protein coding RNA 2887	1.674	-0.642
101929823	LOC101929823	uncharacterized LOC101929823	1.587	-0.636
8447	DOC2B	double C2 domain beta	2.813	-1.438
9501	RPH3AL	rabphilin 3A like (without C2 domains)	2.608	0.587
100506388	RPH3AL-AS1	RPH3AL antisense RNA 1	1.163	0.795
105371430	LOC105371430	uncharacterized LOC105371430	1.37	0.7
400566	C17orf97	chromosome 17 open reading frame 97	2.04	1.238
359845	RFLNB	refilin B	2.751	-0.849
50628	GEMIN4	gem nuclear organelle associated protein 4	2.756	0.293
51031	GLOD4	glyoxalase domain containing 4	3.228	0.53
55178	MRM3	mitochondrial rRNA methyltransferase 3	2.645	0.469
64359	NXN	nucleoredoxin	2.73	-1.015
29928	TIMM22	translocase of inner mitochondrial membrane 22	2.744	0.301
29	ABR	ABR activator of RhoGEF and GTPase	3.873	0.851
112268190	LOC112268190		2.084	0.577
105371481	LOC105371481	uncharacterized LOC105371481	1.846	0.68
105379599	LOC105379599		1.709	0.88
105371479	ABR-AS1	ABR antisense RNA 1	1.426	0.804
4641	MYO1C	myosin IC	3.803	0.349
105371483	LOC105371483	uncharacterized LOC105371483	1.568	0.581
100306951	PITPNA-AS1	PITPNA antisense RNA 1	2.041	0.341
124935	SLC43A2	solute carrier family 43 member 2	2.923	-0.355
8578	SCARF1	scavenger receptor class F member 1	2.828	-0.797
83547	RILP	Rab interacting lysosomal protein	2.916	1.049
727910	TLCD2	TLC domain containing 2	3.124	1.26
124997	WDR81	WD repeat domain 81	3.012	-0.256
5176	SERPINF1	serpin family F member 1	3.41	-0.981
114826	SMYD4	SET and MYND domain containing 4	2.642	0.149
6117	RPA1	replication protein A1	3.115	0.204
146760	RTN4RL1	reticulon 4 receptor like 1	1.547	0.683
1801	DPH1	diphthamide biosynthesis 1	3.063	0.205
107984988	LOC107984988	uncharacterized LOC107984988	1.501	-0.653
55720	TSR1	TSR1 ribosome maturation factor	2.95	-0.193
101927864	LOC101927864	uncharacterized LOC101927864	2.395	-0.332
284009	LOC284009	uncharacterized LOC284009	0.995	0.867
79066	METTL16	methyltransferase 16, N6-methyladenosine	2.9	0.157
105371490	LOC105371490	uncharacterized LOC105371490	1.898	1.402
23277	CLUH	clustered mitochondria homolog	3.691	0.804
105371592	LOC105371592	uncharacterized LOC105371592	1.688	1.076
101928991	CCDC92B	coiled-coil domain containing 92B	1.914	1.002
23108	RAP1GAP2	RAP1 GTPase activating protein 2	2.975	0.495
7442	TRPV1	transient receptor potential cation channel subfamily V member 1	2.56	0.578
23729	SHPK	sedoheptulokinase	2.755	0.27
105371493	LOC105371493	uncharacterized LOC105371493	1.734	0.509
105371492	CTNS-AS1	CTNS antisense RNA 1	2.13	0.271
100533970	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)	3.196	0.29
30851	TAX1BP3	Tax1 binding protein 3	3.03	0.405
489	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	3.96	0.509
105371496	LINC01975	long intergenic non-protein coding RNA 1975	1.38	1.233
23140	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	3.503	0.247
7326	UBE2G1	ubiquitin conjugating enzyme E2 G1	3.084	-0.22
107985053	SPNS2-AS1	SPNS2 antisense RNA 1	0.998	-1.021
124976	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate	2.872	-1.166
124975	GGT6	gamma-glutamyltransferase 6	3.38	1.268
342527	SMTNL2	smoothelin like 2	1.523	-1.745
246	ALOX15	arachidonate 15-lipoxygenase	1.594	2.172
27043	PELP1	proline, glutamate and leucine rich protein 1	3.159	0.437
409	ARRB2	arrestin beta 2	3.099	-0.48
400569	MED11	mediator complex subunit 11	2.549	0.374
58191	CXCL16	C-X-C motif chemokine ligand 16	2.986	-0.541
9032	TM4SF5	transmembrane 4 L six family member 5	2.296	1.617
284013	VMO1	vitelline membrane outer layer 1 homolog	1.843	-1.198
5338	PLD2	phospholipase D2	2.821	-0.335
50488	MINK1	misshapen like kinase 1	3.65	0.425
1145	CHRNE	cholinergic receptor nicotinic epsilon subunit	2.345	0.527
100130311	C17orf107	chromosome 17 open reading frame 107	1.862	-0.831
2811	GP1BA	glycoprotein Ib platelet subunit alpha	1.94	0.6
8402	SLC25A11	solute carrier family 25 member 11	3.277	0.659
26001	RNF167	ring finger protein 167	3.318	0.407
5216	PFN1	profilin 1	4.309	0.344
2027	ENO3	enolase 3	2.391	0.432
9552	SPAG7	sperm associated antigen 7	3.021	0.337
101927979	CAMTA2-AS1	CAMTA2 antisense RNA 1	2.096	0.299
388324	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1	1.778	0.39
10749	KIF1C	kinesin family member 1C	3.726	0.457
102724009	KIF1C-AS1	KIF1C antisense RNA 1	2.175	0.303
55065	SLC52A1	solute carrier family 52 member 1	1.787	1.344
124961	ZFP3	ZFP3 zinc finger protein	2.393	0.734
101928000	ZNF232-AS1	ZNF232 antisense RNA 1	1.619	-0.524
100130950	ZNF594-DT	ZNF594 divergent transcript	1.789	0.39
9135	RABEP1	rabaptin, RAB GTPase binding effector protein 1	3.096	-0.252
4927	NUP88	nucleoporin 88	3.01	0.256
84268	RPAIN	RPA interacting protein	3.067	0.418
708	C1QBP	complement C1q binding protein	3.463	0.362
51009	DERL2	derlin 2	2.994	-0.197
79003	MIS12	MIS12 kinetochore complex component	2.795	-0.221
22861	NLRP1	NLR family pyrin domain containing 1	3.177	-0.857
23302	WSCD1	WSC domain containing 1	2.752	0.982
54478	PIMREG	PICALM interacting mitotic regulator	2.127	0.454
83394	PITPNM3	PITPNM family member 3	2.758	1.063
84817	TXNDC17	thioredoxin domain containing 17	3.092	0.442
51003	MED31	mediator complex subunit 31	2.198	-0.225
54739	XAF1	XIAP associated factor 1	3.268	-0.927
239	ALOX12	arachidonate 12-lipoxygenase, 12S type	2.209	0.258
255877	BCL6B	BCL6B transcription repressor	2.578	-1.629
162515	SLC16A11	solute carrier family 16 member 11	1.609	0.725
10462	CLEC10A	C-type lectin domain containing 10A	2.508	0.742
433	ASGR2	asialoglycoprotein receptor 2	1.397	-0.899
432	ASGR1	asialoglycoprotein receptor 1	1.69	-0.734
1742	DLG4	discs large MAGUK scaffold protein 4	2.904	-0.392
37	ACADVL	acyl-CoA dehydrogenase very long chain	4.23	0.687
1856	DVL2	dishevelled segment polarity protein 2	2.894	0.141
23399	CTDNEP1	CTD nuclear envelope phosphatase 1	3.424	0.28
23587	ELP5	elongator acetyltransferase complex subunit 5	3.06	0.579
1366	CLDN7	claudin 7	3.967	1.358
51087	YBX2	Y-box binding protein 2	2.976	1.331
2874	GPS2	G protein pathway suppressor 2	3.124	0.282
84461	NEURL4	neuralized E3 ubiquitin protein ligase 4	3.087	0.288
147040	KCTD11	potassium channel tetramerization domain containing 11	2.376	-0.417
8711	TNK1	tyrosine kinase non receptor 1	2.76	0.722
100529211	TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)	2.645	-0.418
57048	PLSCR3	phospholipid scramblase 3	2.445	-0.781
254863	TMEM256	transmembrane protein 256	2.81	0.467
57555	NLGN2	neuroligin 2	2.847	-0.89
284114	TMEM102	transmembrane protein 102	2.577	0.877
26168	SENP3	SUMO specific peptidase 3	2.894	0.323
968	CD68	CD68 molecule	3.351	-0.491
9526	MPDU1	mannose-P-dolichol utilization defect 1	3.284	0.56
6665	SOX15	SRY-box transcription factor 15	1.635	0.442
9513	FXR2	FMR1 autosomal homolog 2	2.973	0.186
7157	TP53	tumor protein p53	3.084	0.299
1949	EFNB3	ephrin B3	1.612	-0.621
23135	KDM6B	lysine demethylase 6B	3.488	-0.503
107987244	LOC107987244	uncharacterized LOC107987244	2.165	-0.668
92162	TMEM88	transmembrane protein 88	2.357	-0.69
84316	NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit	3.057	0.579
58485	TRAPPC1	trafficking protein particle complex subunit 1	3.127	0.417
116840	CNTROB	centrobin, centriole duplication and spindle assembly protein	3.038	0.295
3000	GUCY2D	guanylate cyclase 2D, retinal	1.322	-0.834
242	ALOX12B	arachidonate 12-lipoxygenase, 12R type	1.304	1.558
107985075	LOC107985075	uncharacterized LOC107985075	1.244	1.309
6844	VAMP2	vesicle associated membrane protein 2	3.284	0.418
399512	SLC25A35	solute carrier family 25 member 35	2.706	0.338
22899	ARHGEF15	Rho guanine nucleotide exchange factor 15	2.639	-1.42
124751	KRBA2	KRAB-A domain containing 2	2.208	0.285
6154	RPL26	ribosomal protein L26	4.182	0.426
643904	RNF222	ring finger protein 222	0.997	0.866
4628	MYH10	myosin heavy chain 10	2.784	-0.728
102724262	LOC102724262	uncharacterized LOC102724262	0.984	-0.822
105371529	LOC105371529	uncharacterized LOC105371529	1.492	1.299
162387	MFSD6L	major facilitator superfamily domain containing 6 like	2.265	1.071
146850	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6	2.164	0.665
107985063	LOC107985063		1.213	-0.874
23533	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	2.784	-1.14
101928235	PIK3R5-DT	PIK3R5 divergent transcript	1.409	-1.021
9482	STX8	syntaxin 8	2.77	0.325
146845	CFAP52	cilia and flagella associated protein 52	1.024	1.227
124739	USP43	ubiquitin specific peptidase 43	2.588	0.771
201140	DHRS7C	dehydrogenase/reductase 7C	1.17	1.533
9340	GLP2R	glucagon like peptide 2 receptor	2.446	1.182
8522	GAS7	growth arrest specific 7	3.134	-0.598
8735	MYH13	myosin heavy chain 13	1.435	-0.944
6341	SCO1	synthesis of cytochrome C oxidase 1	3.136	0.563
388335	TMEM220	transmembrane protein 220	2.473	0.722
100506898	MAGOH2P	mago homolog 2, pseudogene	1.164	0.636
101101775	TMEM220-AS1	TMEM220 antisense RNA 1	1.724	0.78
100289255	TMEM238L	transmembrane protein 238 like	2.973	1.36
388336	SHISA6	shisa family member 6	1.406	1.482
7566	ZNF18	zinc finger protein 18	2.545	0.359
100128006	ARHGAP44-AS1	ARHGAP44 and MYOCD antisense RNA 1	1.437	0.916
9912	ARHGAP44	Rho GTPase activating protein 44	3.153	1.354
9955	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	1.756	-1.373
100874058	COX10-DT	COX10 divergent transcript	2.028	-0.237
1352	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	2.791	0.6
9953	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	2.345	-1.077
84815	MGC12916	uncharacterized protein MGC12916	1.567	-1.984
5376	PMP22	peripheral myelin protein 22	3.387	-0.648
201158	TVP23C	trans-golgi network vesicle protein 23 homolog C	2.579	-0.35
374286	FBXW10B	F-box and WD repeat domain containing 10B	1.394	-0.502
57335	ZNF286A	zinc finger protein 286A	2.217	-0.412
4213	MEIS3P1	Meis homeobox 3 pseudogene 1	2.464	-0.244
136	ADORA2B	adenosine A2b receptor	2.56	0.639
125150	ZSWIM7	zinc finger SWIM-type containing 7	2.705	0.489
54902	TTC19	tetratricopeptide repeat domain 19	3.237	0.478
9487	PIGL	phosphatidylinositol glycan anchor biosynthesis class L	2.88	0.496
201161	CENPV	centromere protein V	2.703	1.077
51393	TRPV2	transient receptor potential cation channel subfamily V member 2	2.745	-0.884
125144	SNHG29	small nucleolar RNA host gene 29	3.9	0.78
26800	SNORD49A	small nucleolar RNA, C/D box 49A	1.494	0.62
692106	SNORD65	small nucleolar RNA, C/D box 65	1.461	0.614
388341	LRRC75A	leucine rich repeat containing 75A	3.421	1.116
9720	CCDC144A	coiled-coil domain containing 144A	2.12	-0.922
23495	TNFRSF13B	TNF receptor superfamily member 13B	2.279	0.606
23164	MPRIP	myosin phosphatase Rho interacting protein	3.669	-0.291
56953	NT5M	5',3'-nucleotidase, mitochondrial	1.698	0.595
55090	MED9	mediator complex subunit 9	2.587	0.643
10400	PEMT	phosphatidylethanolamine N-methyltransferase	2.522	0.425
10743	RAI1	retinoic acid induced 1	2.904	-0.289
146691	TOM1L2	target of myb1 like 2 membrane trafficking protein	3.141	0.35
91647	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	2.647	0.405
105371566	LOC105371566	uncharacterized LOC105371566	1.782	0.433
3996	LLGL1	LLGL scribble cell polarity complex component 1	2.733	-0.19
125170	MIEF2	mitochondrial elongation factor 2	2.387	0.75
7156	TOP3A	DNA topoisomerase III alpha	2.938	0.179
6470	SHMT1	serine hydroxymethyltransferase 1	2.947	0.405
645027	EVPLL	envoplakin like	1.228	1.653
654346	LGALS9C	galectin 9C	2.72	1.606
284047	CCDC144BP	coiled-coil domain containing 144B, pseudogene	2.103	-0.835
729288	ZNF286B	zinc finger protein 286B (pseudogene)	1.884	-0.244
2310	FOXO3B	forkhead box O3B	2.351	-0.562
147166	TRIM16L	tripartite motif containing 16 like	2.499	0.485
51030	TVP23B	trans-golgi network vesicle protein 23 homolog B	2.764	-0.426
